252	1.20
	0.000000	0.000000	0.000000
mg-receptor_fixed_minim.pdb	8.023999	-1.350000	5.792000
mg-ligase_fixed_minim.pdb	-59.396000	-26.133499	-6.007000
2.356194	2.724429	-0.348782	36	229	235	5004.59
2.356194	2.724429	-0.348782	35	229	235	4674.88
1.308997	2.108018	1.311430	218	29	219	4559.99
-3.141593	0.899350	-2.069907	236	232	53	4524.07
-3.141593	0.899350	-2.069907	237	232	53	4473.38
-0.523599	1.247695	1.809890	206	16	48	4433.30
2.879793	0.419640	2.974122	48	20	242	4371.92
-2.879793	0.619654	-2.216909	238	225	46	4275.31
1.832596	0.370812	-2.547742	212	14	26	4229.24
2.879793	1.977582	0.969896	42	251	219	4219.19
2.879793	0.419640	2.974122	48	19	243	4196.23
-2.356194	0.674054	1.013609	209	37	229	4169.94
-2.879793	0.619654	-2.216909	238	224	46	4163.83
2.879793	0.419640	2.974122	48	19	244	4160.10
1.047198	2.704512	1.488683	216	45	234	4138.68
2.094395	1.741644	-2.695914	231	25	53	4107.90
1.570796	0.080730	-2.622036	190	24	8	4085.70
-2.094395	0.640596	-2.797608	237	219	43	4075.95
-2.879793	0.619654	-2.216909	238	224	47	4062.33
0.000000	1.574060	2.783565	207	15	8	3989.33
-1.308997	0.203748	0.590255	185	7	251	3985.08
-1.832596	1.195355	1.200319	210	6	218	3983.84
1.308997	2.108018	1.311430	217	29	219	3973.98
0.000000	1.242974	-2.977882	28	221	4	3913.95
1.308997	2.407836	1.410646	211	34	226	3894.09
-1.047198	1.545873	-1.877082	229	11	58	3878.64
-0.523599	2.587733	0.232235	219	25	223	3865.33
1.308997	2.108018	1.311430	218	30	219	3862.94
1.832596	2.984978	1.954446	198	34	247	3861.16
2.879793	0.899350	-2.069907	230	231	55	3845.76
0.261799	0.619654	-2.216909	240	52	18	3840.59
-2.356194	0.674054	1.013609	210	38	229	3839.08
0.523599	2.153910	-1.714959	42	242	25	3837.06
1.308997	2.704512	1.488683	205	38	235	3824.31
-1.570796	1.374601	-2.456031	30	4	224	3823.92
-3.141593	0.899350	-2.069907	235	232	53	3821.56
2.879793	1.846342	-1.796954	17	222	221	3819.15
2.879793	0.899350	-2.069907	231	231	54	3808.81
-0.785398	1.045978	0.343692	195	240	6	3792.70
2.356194	2.863997	0.549740	6	45	17	3791.73
2.094395	0.866395	-2.492918	224	12	38	3780.31
2.094395	0.866395	-2.492918	223	11	38	3777.03
-1.308997	0.203748	0.590255	185	8	251	3774.09
1.047198	2.295480	1.008277	210	25	220	3771.16
-0.261799	1.374601	-2.456031	231	15	17	3765.50
-2.094395	0.640596	-2.797608	236	219	44	3751.10
1.308997	2.704512	1.488683	206	38	235	3740.63
1.047198	2.295480	1.008277	209	25	220	3726.26
2.356194	2.724429	-0.348782	37	229	235	3725.56
-0.785398	1.168678	2.108595	207	27	35	3725.18
2.094395	1.741644	-2.695914	232	25	53	3725.08
-3.141593	2.719179	-1.780644	223	217	232	3720.36
-0.785398	2.587733	0.232235	242	38	22	3719.63
-1.308997	1.310100	1.488307	217	230	225	3696.51
-1.308997	0.496451	0.593859	188	9	240	3692.93
2.094395	0.866395	-2.492918	224	11	38	3692.90
-1.308997	0.496451	0.593859	188	8	240	3689.96
2.356194	0.290380	-0.796960	218	37	14	3686.98
1.832596	0.992645	-1.723759	218	15	26	3686.69
-2.879793	0.080730	-2.622036	36	0	34	3681.48
-0.523599	1.247695	1.809890	206	16	49	3681.33
-1.832596	0.496451	0.593859	200	33	238	3675.63
-1.570796	0.674054	1.013609	192	3	232	3674.04
1.047198	2.704512	1.488683	217	45	235	3670.37
