252	1.20
	0.000000	0.000000	0.000000
mg-receptor_fixed_minim.pdb	8.023999	-1.350000	5.792000
mg-ligase_fixed_minim.pdb	-59.396000	-26.133499	-6.007000
2.356194	2.724429	-0.348782	36	229	235	5004.92
2.356194	2.724429	-0.348782	35	229	235	4674.83
1.308997	2.108018	1.311430	218	29	219	4561.40
-3.141593	0.899350	-2.069907	236	232	53	4523.32
-3.141593	0.899350	-2.069907	237	232	53	4472.84
-0.523599	1.247695	1.809890	206	16	48	4433.26
2.879793	0.419640	2.974122	48	20	242	4372.60
-2.879793	0.619654	-2.216909	238	225	46	4275.31
1.832596	0.370812	-2.547742	212	14	26	4230.83
2.879793	1.977582	0.969896	42	251	219	4218.36
2.879793	0.419640	2.974122	48	19	243	4195.37
-2.356194	0.674054	1.013609	209	37	229	4170.12
-2.879793	0.619654	-2.216909	238	224	46	4163.72
2.879793	0.419640	2.974122	48	19	244	4160.05
1.047198	2.704512	1.488683	216	45	234	4138.65
2.094395	1.741644	-2.695914	231	25	53	4107.95
1.570796	0.080730	-2.622036	190	24	8	4085.82
-2.094395	0.640596	-2.797608	237	219	43	4075.79
-2.879793	0.619654	-2.216909	238	224	47	4062.01
0.000000	1.574060	2.783565	207	15	8	3989.28
-1.308997	0.203748	0.590255	185	7	251	3985.06
-1.832596	1.195355	1.200319	210	6	218	3983.92
1.308997	2.108018	1.311430	217	29	219	3975.38
0.000000	1.242974	-2.977882	28	221	4	3912.71
1.308997	2.407836	1.410646	211	34	226	3894.35
-1.047198	1.545873	-1.877082	229	11	58	3878.69
-0.523599	2.587733	0.232235	219	25	223	3865.67
1.308997	2.108018	1.311430	218	30	219	3864.38
1.832596	2.984978	1.954446	198	34	247	3861.16
2.879793	0.899350	-2.069907	230	231	55	3844.60
0.261799	0.619654	-2.216909	240	52	18	3840.69
-2.356194	0.674054	1.013609	210	38	229	3838.80
0.523599	2.153910	-1.714959	42	242	25	3837.02
1.308997	2.704512	1.488683	205	38	235	3823.88
-1.570796	1.374601	-2.456031	30	4	224	3823.75
-3.141593	0.899350	-2.069907	235	232	53	3821.19
2.879793	1.846342	-1.796954	17	222	221	3818.65
2.879793	0.899350	-2.069907	231	231	54	3807.43
-0.785398	1.045978	0.343692	195	240	6	3792.89
2.094395	0.866395	-2.492918	224	12	38	3780.24
2.094395	0.866395	-2.492918	223	11	38	3776.81
-1.308997	0.203748	0.590255	185	8	251	3774.16
1.047198	2.295480	1.008277	210	25	220	3771.24
-0.261799	1.374601	-2.456031	231	15	17	3765.91
-2.094395	0.640596	-2.797608	236	219	44	3751.21
2.356194	2.863997	0.549740	6	45	17	3742.66
-3.141593	2.719179	-1.780644	223	217	232	3741.12
1.308997	2.704512	1.488683	206	38	235	3740.45
1.047198	2.295480	1.008277	209	25	220	3726.09
2.356194	2.724429	-0.348782	37	229	235	3725.63
-0.785398	1.168678	2.108595	207	27	35	3725.40
2.094395	1.741644	-2.695914	232	25	53	3725.11
-0.785398	2.587733	0.232235	242	38	22	3719.61
-1.308997	1.310100	1.488307	217	230	225	3696.55
2.094395	0.866395	-2.492918	224	11	38	3693.08
-1.308997	0.496451	0.593859	188	9	240	3692.69
-1.308997	0.496451	0.593859	188	8	240	3690.14
2.356194	0.290380	-0.796960	218	37	14	3687.01
1.832596	0.992645	-1.723759	218	15	26	3686.59
-0.523599	1.247695	1.809890	206	16	49	3681.77
-2.879793	0.080730	-2.622036	36	0	34	3680.78
-1.832596	0.496451	0.593859	200	33	238	3675.59
-1.570796	0.674054	1.013609	192	3	232	3674.09
1.047198	2.704512	1.488683	217	45	235	3670.72
-1.832596	0.496451	0.593859	199	33	238	3667.28
0.523599	0.379747	-1.713059	195	25	18	3663.50
-1.047198	1.545873	-1.877082	230	11	58	3657.83
-0.785398	1.045978	0.343692	195	241	6	3656.58
-0.261799	1.168678	2.108595	48	245	235	3649.15
-2.617994	0.080730	-2.622036	37	4	34	3647.08
2.879793	1.977582	0.969896	43	250	218	3647.07
1.832596	0.992645	-1.723759	218	15	25	3640.54
1.570796	2.704512	1.488683	196	26	237	3638.64
-2.879793	0.080730	-2.622036	36	0	33	3637.97
2.879793	2.396274	-1.959260	18	52	13	3627.47
-0.261799	1.374601	-2.456031	231	16	17	3622.59
1.047198	0.850607	-1.335383	210	15	239	3619.84
-1.047198	1.846342	-1.796954	221	8	53	3615.67
0.261799	0.619654	-2.216909	240	52	19	3615.10
-3.141593	2.881233	-2.582574	215	48	5	3605.82
2.879793	0.899350	-2.069907	231	231	53	3605.61
1.308997	2.704512	1.488683	206	39	235	3596.24
-0.785398	2.104282	-0.813972	48	245	238	3590.54
0.261799	0.619654	-2.216909	240	53	19	3589.69
1.832596	0.080730	-2.622036	236	33	219	3588.43
-1.832596	0.640596	-2.797608	211	38	251	3588.36
